Customer ID,Probability,Segment,Next Best Action
1947,0.0,Deprioritized,Exclude from current campaign
3195,0.0,Deprioritized,Exclude from current campaign
3666,0.0,Deprioritized,Exclude from current campaign
3668,0.0,Deprioritized,Exclude from current campaign
1365,0.0,Deprioritized,Exclude from current campaign
1000,0.0,Deprioritized,Exclude from current campaign
39,0.0,Deprioritized,Exclude from current campaign
5387,0.0,Deprioritized,Exclude from current campaign
6358,0.0,Deprioritized,Exclude from current campaign
6495,0.0,Deprioritized,Exclude from current campaign
8104,0.0,Deprioritized,Exclude from current campaign
4673,0.0,Deprioritized,Exclude from current campaign
1986,0.0,Deprioritized,Exclude from current campaign
2391,0.0,Deprioritized,Exclude from current campaign
6884,0.0,Deprioritized,Exclude from current campaign
7791,0.0,Deprioritized,Exclude from current campaign
5357,0.0,Deprioritized,Exclude from current campaign
5469,0.0,Deprioritized,Exclude from current campaign
1920,0.0,Deprioritized,Exclude from current campaign
6040,0.0,Deprioritized,Exclude from current campaign
892,0.0,Deprioritized,Exclude from current campaign
573,0.0,Deprioritized,Exclude from current campaign
4409,0.0,Deprioritized,Exclude from current campaign
6155,0.0,Deprioritized,Exclude from current campaign
7395,0.0,Deprioritized,Exclude from current campaign
4228,0.0,Deprioritized,Exclude from current campaign
5656,0.0,Deprioritized,Exclude from current campaign
2928,0.0,Deprioritized,Exclude from current campaign
3193,0.0,Deprioritized,Exclude from current campaign
1523,0.0,Deprioritized,Exclude from current campaign
7913,0.0,Deprioritized,Exclude from current campaign
3170,0.0,Deprioritized,Exclude from current campaign
3934,0.0,Deprioritized,Exclude from current campaign
7416,0.0,Deprioritized,Exclude from current campaign
7809,0.0,Deprioritized,Exclude from current campaign
1956,0.0,Deprioritized,Exclude from current campaign
3025,0.0,Deprioritized,Exclude from current campaign
1827,0.0,Deprioritized,Exclude from current campaign
7434,0.0,Deprioritized,Exclude from current campaign
4107,0.0,Deprioritized,Exclude from current campaign
2233,0.0,Deprioritized,Exclude from current campaign
200,0.0,Deprioritized,Exclude from current campaign
5669,0.0,Deprioritized,Exclude from current campaign
2473,0.0,Deprioritized,Exclude from current campaign
4566,0.0,Deprioritized,Exclude from current campaign
80,0.0,Deprioritized,Exclude from current campaign
7410,0.0,Deprioritized,Exclude from current campaign
4789,0.0,Deprioritized,Exclude from current campaign
1302,0.0,Deprioritized,Exclude from current campaign
1867,0.0,Deprioritized,Exclude from current campaign
1704,0.0,Deprioritized,Exclude from current campaign
2608,0.0,Deprioritized,Exclude from current campaign
3181,0.0,Deprioritized,Exclude from current campaign
8072,0.0,Deprioritized,Exclude from current campaign
1341,0.0,Deprioritized,Exclude from current campaign
7612,0.0,Deprioritized,Exclude from current campaign
7413,0.0,Deprioritized,Exclude from current campaign
525,0.0,Deprioritized,Exclude from current campaign
2290,0.0,Deprioritized,Exclude from current campaign
7760,0.0,Deprioritized,Exclude from current campaign
2458,0.0,Deprioritized,Exclude from current campaign
7512,0.0,Deprioritized,Exclude from current campaign
3546,0.0,Deprioritized,Exclude from current campaign
768,0.0,Deprioritized,Exclude from current campaign
6376,0.0,Deprioritized,Exclude from current campaign
7238,0.0,Deprioritized,Exclude from current campaign
6336,0.0,Deprioritized,Exclude from current campaign
6971,0.0,Deprioritized,Exclude from current campaign
6170,0.0,Deprioritized,Exclude from current campaign
4030,0.0,Deprioritized,Exclude from current campaign
4962,0.0,Deprioritized,Exclude from current campaign
4429,0.0,Deprioritized,Exclude from current campaign
2495,0.0,Deprioritized,Exclude from current campaign
56,0.0,Deprioritized,Exclude from current campaign
8049,0.0,Deprioritized,Exclude from current campaign
2385,0.0,Deprioritized,Exclude from current campaign
5198,0.0,Deprioritized,Exclude from current campaign
4965,0.0,Deprioritized,Exclude from current campaign
2512,0.0,Deprioritized,Exclude from current campaign
4451,0.0,Deprioritized,Exclude from current campaign
2952,0.0,Deprioritized,Exclude from current campaign
5183,0.0,Deprioritized,Exclude from current campaign
8158,0.0,Deprioritized,Exclude from current campaign
2380,0.0,Deprioritized,Exclude from current campaign
8001,0.0,Deprioritized,Exclude from current campaign
604,0.0,Deprioritized,Exclude from current campaign
4346,0.0,Deprioritized,Exclude from current campaign
4826,0.0,Deprioritized,Exclude from current campaign
2062,0.0,Deprioritized,Exclude from current campaign
4643,0.0,Deprioritized,Exclude from current campaign
2198,0.0,Deprioritized,Exclude from current campaign
1934,0.0,Deprioritized,Exclude from current campaign
2583,0.0,Deprioritized,Exclude from current campaign
2780,0.0,Deprioritized,Exclude from current campaign
3036,0.0,Deprioritized,Exclude from current campaign
5141,0.0,Deprioritized,Exclude from current campaign
5697,0.0,Deprioritized,Exclude from current campaign
4270,0.0,Deprioritized,Exclude from current campaign
7142,0.0,Deprioritized,Exclude from current campaign
2989,0.0,Deprioritized,Exclude from current campaign
5480,0.0,Deprioritized,Exclude from current campaign
205,0.0,Deprioritized,Exclude from current campaign
7919,0.0,Deprioritized,Exclude from current campaign
6087,0.0,Deprioritized,Exclude from current campaign
7848,0.0,Deprioritized,Exclude from current campaign
3797,0.0,Deprioritized,Exclude from current campaign
2134,0.0,Deprioritized,Exclude from current campaign
7879,0.0,Deprioritized,Exclude from current campaign
2177,0.0,Deprioritized,Exclude from current campaign
6074,0.0,Deprioritized,Exclude from current campaign
1589,0.0,Deprioritized,Exclude from current campaign
4174,0.0,Deprioritized,Exclude from current campaign
483,0.0,Deprioritized,Exclude from current campaign
4171,0.0,Deprioritized,Exclude from current campaign
3234,0.0,Deprioritized,Exclude from current campaign
1046,0.0,Deprioritized,Exclude from current campaign
6766,0.0,Deprioritized,Exclude from current campaign
6650,0.0,Deprioritized,Exclude from current campaign
2123,0.0,Deprioritized,Exclude from current campaign
7524,0.0,Deprioritized,Exclude from current campaign
2991,0.0,Deprioritized,Exclude from current campaign
888,0.0,Deprioritized,Exclude from current campaign
4817,0.0,Deprioritized,Exclude from current campaign
1560,0.0,Deprioritized,Exclude from current campaign
3227,0.0,Deprioritized,Exclude from current campaign
6664,0.0,Deprioritized,Exclude from current campaign
6699,0.0,Deprioritized,Exclude from current campaign
6448,0.0,Deprioritized,Exclude from current campaign
3979,0.0,Deprioritized,Exclude from current campaign
2366,0.0,Deprioritized,Exclude from current campaign
6402,0.0,Deprioritized,Exclude from current campaign
4422,0.0,Deprioritized,Exclude from current campaign
3771,0.0,Deprioritized,Exclude from current campaign
7176,0.0,Deprioritized,Exclude from current campaign
376,0.0,Deprioritized,Exclude from current campaign
7184,0.0,Deprioritized,Exclude from current campaign
7845,0.0,Deprioritized,Exclude from current campaign
552,0.0,Deprioritized,Exclude from current campaign
453,0.0,Deprioritized,Exclude from current campaign
6809,0.0,Deprioritized,Exclude from current campaign
7965,0.0,Deprioritized,Exclude from current campaign
749,0.0,Deprioritized,Exclude from current campaign
7014,0.0,Deprioritized,Exclude from current campaign
7378,0.0,Deprioritized,Exclude from current campaign
4880,0.0,Deprioritized,Exclude from current campaign
2077,0.0,Deprioritized,Exclude from current campaign
3906,0.0,Deprioritized,Exclude from current campaign
6348,0.0,Deprioritized,Exclude from current campaign
2259,0.0,Deprioritized,Exclude from current campaign
5518,0.0,Deprioritized,Exclude from current campaign
5004,0.0,Deprioritized,Exclude from current campaign
6061,0.0,Deprioritized,Exclude from current campaign
2640,0.0,Deprioritized,Exclude from current campaign
806,0.0,Deprioritized,Exclude from current campaign
5581,0.0,Deprioritized,Exclude from current campaign
6784,0.0,Deprioritized,Exclude from current campaign
5795,0.0,Deprioritized,Exclude from current campaign
5285,0.0,Deprioritized,Exclude from current campaign
7229,0.0,Deprioritized,Exclude from current campaign
1088,0.0,Deprioritized,Exclude from current campaign
3187,0.0,Deprioritized,Exclude from current campaign
7900,0.0,Deprioritized,Exclude from current campaign
5554,0.0,Deprioritized,Exclude from current campaign
2319,0.0,Deprioritized,Exclude from current campaign
6131,0.0,Deprioritized,Exclude from current campaign
1067,0.0,Deprioritized,Exclude from current campaign
7622,0.0,Deprioritized,Exclude from current campaign
6226,0.0,Deprioritized,Exclude from current campaign
2047,0.0,Deprioritized,Exclude from current campaign
2679,0.0,Deprioritized,Exclude from current campaign
4116,0.0,Deprioritized,Exclude from current campaign
8018,0.0,Deprioritized,Exclude from current campaign
585,0.0,Deprioritized,Exclude from current campaign
4986,0.0,Deprioritized,Exclude from current campaign
4664,0.0,Deprioritized,Exclude from current campaign
6705,0.0,Deprioritized,Exclude from current campaign
47,0.0,Deprioritized,Exclude from current campaign
4120,0.0,Deprioritized,Exclude from current campaign
1290,0.0,Deprioritized,Exclude from current campaign
1039,0.0,Deprioritized,Exclude from current campaign
3817,0.0,Deprioritized,Exclude from current campaign
3841,0.0,Deprioritized,Exclude from current campaign
4198,0.0,Deprioritized,Exclude from current campaign
3295,0.0,Deprioritized,Exclude from current campaign
6454,0.0,Deprioritized,Exclude from current campaign
6373,0.0,Deprioritized,Exclude from current campaign
5236,0.0,Deprioritized,Exclude from current campaign
3922,0.0,Deprioritized,Exclude from current campaign
1544,0.0,Deprioritized,Exclude from current campaign
4098,0.0,Deprioritized,Exclude from current campaign
926,0.0,Deprioritized,Exclude from current campaign
1896,0.0,Deprioritized,Exclude from current campaign
2552,0.0,Deprioritized,Exclude from current campaign
5848,0.0,Deprioritized,Exclude from current campaign
6345,0.0,Deprioritized,Exclude from current campaign
6932,0.0,Deprioritized,Exclude from current campaign
2026,0.0,Deprioritized,Exclude from current campaign
1837,0.0,Deprioritized,Exclude from current campaign
5510,0.0,Deprioritized,Exclude from current campaign
7732,0.0,Deprioritized,Exclude from current campaign
6447,0.0,Deprioritized,Exclude from current campaign
4974,0.0,Deprioritized,Exclude from current campaign
1759,0.0,Deprioritized,Exclude from current campaign
5426,0.0,Deprioritized,Exclude from current campaign
6862,0.0,Deprioritized,Exclude from current campaign
7668,0.0,Deprioritized,Exclude from current campaign
6038,0.0,Deprioritized,Exclude from current campaign
5267,0.0,Deprioritized,Exclude from current campaign
1546,0.0,Deprioritized,Exclude from current campaign
8128,0.0,Deprioritized,Exclude from current campaign
3701,0.0,Deprioritized,Exclude from current campaign
6216,0.0,Deprioritized,Exclude from current campaign
5028,0.0,Deprioritized,Exclude from current campaign
270,0.0,Deprioritized,Exclude from current campaign
4762,0.0,Deprioritized,Exclude from current campaign
4627,0.0,Deprioritized,Exclude from current campaign
3716,0.0,Deprioritized,Exclude from current campaign
6986,0.0,Deprioritized,Exclude from current campaign
4360,0.0,Deprioritized,Exclude from current campaign
982,0.0,Deprioritized,Exclude from current campaign
5824,0.0,Deprioritized,Exclude from current campaign
5534,0.0,Deprioritized,Exclude from current campaign
7833,0.0,Deprioritized,Exclude from current campaign
5009,0.0,Deprioritized,Exclude from current campaign
4559,0.0,Deprioritized,Exclude from current campaign
957,0.0,Deprioritized,Exclude from current campaign
7904,0.0,Deprioritized,Exclude from current campaign
6108,0.0,Deprioritized,Exclude from current campaign
6167,0.0,Deprioritized,Exclude from current campaign
53,0.0,Deprioritized,Exclude from current campaign
1237,0.0,Deprioritized,Exclude from current campaign
459,0.0,Deprioritized,Exclude from current campaign
2760,0.0,Deprioritized,Exclude from current campaign
887,0.0,Deprioritized,Exclude from current campaign
2839,0.0,Deprioritized,Exclude from current campaign
6589,0.0,Deprioritized,Exclude from current campaign
2145,0.0,Deprioritized,Exclude from current campaign
7908,0.0,Deprioritized,Exclude from current campaign
4127,0.0,Deprioritized,Exclude from current campaign
1215,0.0,Deprioritized,Exclude from current campaign
4565,0.0,Deprioritized,Exclude from current campaign
1791,0.0,Deprioritized,Exclude from current campaign
5404,0.0,Deprioritized,Exclude from current campaign
5561,0.0,Deprioritized,Exclude from current campaign
1744,0.0,Deprioritized,Exclude from current campaign
8185,0.0,Deprioritized,Exclude from current campaign
179,0.0,Deprioritized,Exclude from current campaign
3627,0.0,Deprioritized,Exclude from current campaign
7132,0.0,Deprioritized,Exclude from current campaign
1151,0.0,Deprioritized,Exclude from current campaign
912,0.0,Deprioritized,Exclude from current campaign
822,0.0,Deprioritized,Exclude from current campaign
6223,0.0,Deprioritized,Exclude from current campaign
7259,0.0,Deprioritized,Exclude from current campaign
3492,0.0,Deprioritized,Exclude from current campaign
7090,0.0,Deprioritized,Exclude from current campaign
588,0.0,Deprioritized,Exclude from current campaign
780,0.0,Deprioritized,Exclude from current campaign
3501,0.0,Deprioritized,Exclude from current campaign
7952,0.0,Deprioritized,Exclude from current campaign
7441,0.0,Deprioritized,Exclude from current campaign
2420,0.0,Deprioritized,Exclude from current campaign
2240,0.0,Deprioritized,Exclude from current campaign
2819,0.0,Deprioritized,Exclude from current campaign
1695,0.0,Deprioritized,Exclude from current campaign
2665,0.0,Deprioritized,Exclude from current campaign
2254,0.0,Deprioritized,Exclude from current campaign
5886,0.0,Deprioritized,Exclude from current campaign
1360,0.0,Deprioritized,Exclude from current campaign
1570,0.0,Deprioritized,Exclude from current campaign
6277,0.0,Deprioritized,Exclude from current campaign
7011,0.0,Deprioritized,Exclude from current campaign
2954,0.0,Deprioritized,Exclude from current campaign
3091,0.0,Deprioritized,Exclude from current campaign
2167,0.0,Deprioritized,Exclude from current campaign
3263,0.0,Deprioritized,Exclude from current campaign
2418,0.0,Deprioritized,Exclude from current campaign
6857,0.0,Deprioritized,Exclude from current campaign
1070,0.0,Deprioritized,Exclude from current campaign
2763,0.0,Deprioritized,Exclude from current campaign
7819,0.0,Deprioritized,Exclude from current campaign
5224,0.0,Deprioritized,Exclude from current campaign
5315,0.0,Deprioritized,Exclude from current campaign
1922,0.0,Deprioritized,Exclude from current campaign
2018,0.0,Deprioritized,Exclude from current campaign
6635,0.0,Deprioritized,Exclude from current campaign
6403,0.0,Deprioritized,Exclude from current campaign
5139,0.0,Deprioritized,Exclude from current campaign
2081,0.0,Deprioritized,Exclude from current campaign
939,0.0,Deprioritized,Exclude from current campaign
1961,0.0,Deprioritized,Exclude from current campaign
891,0.0,Deprioritized,Exclude from current campaign
4294,0.0,Deprioritized,Exclude from current campaign
6372,0.0,Deprioritized,Exclude from current campaign
246,0.0,Deprioritized,Exclude from current campaign
2387,0.0,Deprioritized,Exclude from current campaign
3425,0.0,Deprioritized,Exclude from current campaign
374,0.0,Deprioritized,Exclude from current campaign
4608,0.0,Deprioritized,Exclude from current campaign
3261,0.0,Deprioritized,Exclude from current campaign
1611,0.0,Deprioritized,Exclude from current campaign
8152,0.0,Deprioritized,Exclude from current campaign
4088,0.0,Deprioritized,Exclude from current campaign
6683,0.0,Deprioritized,Exclude from current campaign
3197,0.0,Deprioritized,Exclude from current campaign
796,0.0,Deprioritized,Exclude from current campaign
4396,0.0,Deprioritized,Exclude from current campaign
7248,0.0,Deprioritized,Exclude from current campaign
1558,0.0,Deprioritized,Exclude from current campaign
6839,0.0,Deprioritized,Exclude from current campaign
7660,0.0,Deprioritized,Exclude from current campaign
5484,0.0,Deprioritized,Exclude from current campaign
4795,0.0,Deprioritized,Exclude from current campaign
2482,0.0,Deprioritized,Exclude from current campaign
2214,0.0,Deprioritized,Exclude from current campaign
2013,0.0,Deprioritized,Exclude from current campaign
4167,0.0,Deprioritized,Exclude from current campaign
6022,0.0,Deprioritized,Exclude from current campaign
5685,0.0,Deprioritized,Exclude from current campaign
3507,0.0,Deprioritized,Exclude from current campaign
4605,0.0,Deprioritized,Exclude from current campaign
66,0.0,Deprioritized,Exclude from current campaign
7665,0.0,Deprioritized,Exclude from current campaign
6106,0.0,Deprioritized,Exclude from current campaign
8157,0.0,Deprioritized,Exclude from current campaign
1723,0.0,Deprioritized,Exclude from current campaign
6099,0.0,Deprioritized,Exclude from current campaign
608,0.0,Deprioritized,Exclude from current campaign
7145,0.0,Deprioritized,Exclude from current campaign
5590,0.0,Deprioritized,Exclude from current campaign
3752,0.0,Deprioritized,Exclude from current campaign
6190,0.0,Deprioritized,Exclude from current campaign
1086,0.0,Deprioritized,Exclude from current campaign
4546,0.0,Deprioritized,Exclude from current campaign
5429,0.0,Deprioritized,Exclude from current campaign
2517,0.0,Deprioritized,Exclude from current campaign
4074,0.0,Deprioritized,Exclude from current campaign
7198,0.0,Deprioritized,Exclude from current campaign
2226,0.0,Deprioritized,Exclude from current campaign
7708,0.0,Deprioritized,Exclude from current campaign
4889,0.0,Deprioritized,Exclude from current campaign
1109,0.0,Deprioritized,Exclude from current campaign
671,0.0,Deprioritized,Exclude from current campaign
1297,0.0,Deprioritized,Exclude from current campaign
3362,0.0,Deprioritized,Exclude from current campaign
5999,0.0,Deprioritized,Exclude from current campaign
4246,0.0,Deprioritized,Exclude from current campaign
2929,0.0,Deprioritized,Exclude from current campaign
7422,0.0,Deprioritized,Exclude from current campaign
1115,0.0,Deprioritized,Exclude from current campaign
1267,0.0,Deprioritized,Exclude from current campaign
4777,0.0,Deprioritized,Exclude from current campaign
4811,0.0,Deprioritized,Exclude from current campaign
7042,0.0,Deprioritized,Exclude from current campaign
3342,0.0,Deprioritized,Exclude from current campaign
5179,0.0,Deprioritized,Exclude from current campaign
7196,0.0,Deprioritized,Exclude from current campaign
4078,0.0,Deprioritized,Exclude from current campaign
7682,0.0,Deprioritized,Exclude from current campaign
2116,0.0,Deprioritized,Exclude from current campaign
3672,0.0,Deprioritized,Exclude from current campaign
5154,0.0,Deprioritized,Exclude from current campaign
3605,0.0,Deprioritized,Exclude from current campaign
6300,0.0,Deprioritized,Exclude from current campaign
3818,0.0,Deprioritized,Exclude from current campaign
6703,0.0,Deprioritized,Exclude from current campaign
3080,0.0,Deprioritized,Exclude from current campaign
1911,0.0,Deprioritized,Exclude from current campaign
4866,0.0,Deprioritized,Exclude from current campaign
6953,0.0,Deprioritized,Exclude from current campaign
1012,0.0,Deprioritized,Exclude from current campaign
765,0.0,Deprioritized,Exclude from current campaign
8177,0.0,Deprioritized,Exclude from current campaign
6264,0.0,Deprioritized,Exclude from current campaign
289,0.0,Deprioritized,Exclude from current campaign
3995,0.0,Deprioritized,Exclude from current campaign
5747,0.0,Deprioritized,Exclude from current campaign
4384,0.0,Deprioritized,Exclude from current campaign
8166,0.0,Deprioritized,Exclude from current campaign
6825,0.0,Deprioritized,Exclude from current campaign
6737,0.0,Deprioritized,Exclude from current campaign
3269,0.0,Deprioritized,Exclude from current campaign
1844,0.0,Deprioritized,Exclude from current campaign
7734,0.0,Deprioritized,Exclude from current campaign
1976,0.0,Deprioritized,Exclude from current campaign
2146,0.0,Deprioritized,Exclude from current campaign
3600,0.0,Deprioritized,Exclude from current campaign
2655,0.0,Deprioritized,Exclude from current campaign
3568,0.0,Deprioritized,Exclude from current campaign
7285,0.0,Deprioritized,Exclude from current campaign
8096,0.0,Deprioritized,Exclude from current campaign
2992,0.0,Deprioritized,Exclude from current campaign
3469,0.0,Deprioritized,Exclude from current campaign
2659,0.0,Deprioritized,Exclude from current campaign
6316,0.0,Deprioritized,Exclude from current campaign
3573,0.0,Deprioritized,Exclude from current campaign
7270,0.0,Deprioritized,Exclude from current campaign
1648,0.0,Deprioritized,Exclude from current campaign
2079,0.0,Deprioritized,Exclude from current campaign
2619,0.0,Deprioritized,Exclude from current campaign
6404,0.0,Deprioritized,Exclude from current campaign
6782,0.0,Deprioritized,Exclude from current campaign
3135,0.0,Deprioritized,Exclude from current campaign
6071,0.0,Deprioritized,Exclude from current campaign
992,0.0,Deprioritized,Exclude from current campaign
5471,0.0,Deprioritized,Exclude from current campaign
3750,0.0,Deprioritized,Exclude from current campaign
3900,0.0,Deprioritized,Exclude from current campaign
3072,0.0,Deprioritized,Exclude from current campaign
1048,0.0,Deprioritized,Exclude from current campaign
5350,0.0,Deprioritized,Exclude from current campaign
2778,0.0,Deprioritized,Exclude from current campaign
925,0.0,Deprioritized,Exclude from current campaign
6982,0.0,Deprioritized,Exclude from current campaign
19,0.0,Deprioritized,Exclude from current campaign
4377,0.0,Deprioritized,Exclude from current campaign
2988,0.0,Deprioritized,Exclude from current campaign
7326,0.0,Deprioritized,Exclude from current campaign
1373,0.0,Deprioritized,Exclude from current campaign
4463,0.0,Deprioritized,Exclude from current campaign
4033,0.0,Deprioritized,Exclude from current campaign
6980,0.0,Deprioritized,Exclude from current campaign
4276,0.0,Deprioritized,Exclude from current campaign
7584,0.0,Deprioritized,Exclude from current campaign
2935,0.0,Deprioritized,Exclude from current campaign
57,0.0,Deprioritized,Exclude from current campaign
630,0.0,Deprioritized,Exclude from current campaign
7649,0.0,Deprioritized,Exclude from current campaign
6185,0.0,Deprioritized,Exclude from current campaign
2792,0.0,Deprioritized,Exclude from current campaign
4213,0.0,Deprioritized,Exclude from current campaign
1796,0.0,Deprioritized,Exclude from current campaign
4802,0.0,Deprioritized,Exclude from current campaign
1205,0.0,Deprioritized,Exclude from current campaign
4168,0.0,Deprioritized,Exclude from current campaign
6438,0.0,Deprioritized,Exclude from current campaign
663,0.0,Deprioritized,Exclude from current campaign
6463,0.0,Deprioritized,Exclude from current campaign
257,0.0,Deprioritized,Exclude from current campaign
3334,0.0,Deprioritized,Exclude from current campaign
3040,0.0,Deprioritized,Exclude from current campaign
134,0.0,Deprioritized,Exclude from current campaign
7482,0.0,Deprioritized,Exclude from current campaign
6698,0.0,Deprioritized,Exclude from current campaign
3527,0.0,Deprioritized,Exclude from current campaign
4438,0.0,Deprioritized,Exclude from current campaign
2506,0.0,Deprioritized,Exclude from current campaign
2291,0.0,Deprioritized,Exclude from current campaign
597,0.0,Deprioritized,Exclude from current campaign
2705,0.0,Deprioritized,Exclude from current campaign
5284,0.0,Deprioritized,Exclude from current campaign
3859,0.0,Deprioritized,Exclude from current campaign
6158,0.0,Deprioritized,Exclude from current campaign
1614,0.0,Deprioritized,Exclude from current campaign
4325,0.0,Deprioritized,Exclude from current campaign
6229,0.0,Deprioritized,Exclude from current campaign
2309,0.0,Deprioritized,Exclude from current campaign
6064,0.0,Deprioritized,Exclude from current campaign
2293,0.0,Deprioritized,Exclude from current campaign
800,0.0,Deprioritized,Exclude from current campaign
7402,0.0,Deprioritized,Exclude from current campaign
5575,0.0,Deprioritized,Exclude from current campaign
2210,0.0,Deprioritized,Exclude from current campaign
2341,0.0,Deprioritized,Exclude from current campaign
2416,0.0,Deprioritized,Exclude from current campaign
1276,0.0,Deprioritized,Exclude from current campaign
5535,0.0,Deprioritized,Exclude from current campaign
5346,0.0,Deprioritized,Exclude from current campaign
7880,0.0,Deprioritized,Exclude from current campaign
5543,0.0,Deprioritized,Exclude from current campaign
2270,0.0,Deprioritized,Exclude from current campaign
3428,0.0,Deprioritized,Exclude from current campaign
2294,0.0,Deprioritized,Exclude from current campaign
5809,0.0,Deprioritized,Exclude from current campaign
4899,0.0,Deprioritized,Exclude from current campaign
6593,0.0,Deprioritized,Exclude from current campaign
4567,0.0,Deprioritized,Exclude from current campaign
2638,0.0,Deprioritized,Exclude from current campaign
7154,0.0,Deprioritized,Exclude from current campaign
7733,0.0,Deprioritized,Exclude from current campaign
5118,0.0,Deprioritized,Exclude from current campaign
857,0.0,Deprioritized,Exclude from current campaign
2011,0.0,Deprioritized,Exclude from current campaign
2292,0.0,Deprioritized,Exclude from current campaign
1964,0.0,Deprioritized,Exclude from current campaign
4343,0.0,Deprioritized,Exclude from current campaign
3247,0.0,Deprioritized,Exclude from current campaign
2527,0.0,Deprioritized,Exclude from current campaign
8082,0.0,Deprioritized,Exclude from current campaign
3723,0.0,Deprioritized,Exclude from current campaign
5418,0.0,Deprioritized,Exclude from current campaign
5278,0.0,Deprioritized,Exclude from current campaign
2558,0.0,Deprioritized,Exclude from current campaign
6286,0.0,Deprioritized,Exclude from current campaign
7041,0.0,Deprioritized,Exclude from current campaign
7079,0.0,Deprioritized,Exclude from current campaign
1421,0.0,Deprioritized,Exclude from current campaign
3957,0.0,Deprioritized,Exclude from current campaign
7021,0.0,Deprioritized,Exclude from current campaign
6141,0.0,Deprioritized,Exclude from current campaign
3408,0.0,Deprioritized,Exclude from current campaign
672,0.0,Deprioritized,Exclude from current campaign
2308,0.0,Deprioritized,Exclude from current campaign
4659,0.0,Deprioritized,Exclude from current campaign
875,0.0,Deprioritized,Exclude from current campaign
7917,0.0,Deprioritized,Exclude from current campaign
2895,0.0,Deprioritized,Exclude from current campaign
3721,0.0,Deprioritized,Exclude from current campaign
6531,0.0,Deprioritized,Exclude from current campaign
7901,0.0,Deprioritized,Exclude from current campaign
7373,0.0,Deprioritized,Exclude from current campaign
3929,0.0,Deprioritized,Exclude from current campaign
1887,0.0,Deprioritized,Exclude from current campaign
7337,0.0,Deprioritized,Exclude from current campaign
1724,0.0,Deprioritized,Exclude from current campaign
4678,0.0,Deprioritized,Exclude from current campaign
6116,0.0,Deprioritized,Exclude from current campaign
3432,0.0,Deprioritized,Exclude from current campaign
4743,0.0,Deprioritized,Exclude from current campaign
6701,0.0,Deprioritized,Exclude from current campaign
5058,0.0,Deprioritized,Exclude from current campaign
575,0.0,Deprioritized,Exclude from current campaign
3190,0.0,Deprioritized,Exclude from current campaign
5608,0.0,Deprioritized,Exclude from current campaign
5045,0.0,Deprioritized,Exclude from current campaign
2000,0.0,Deprioritized,Exclude from current campaign
4518,0.0,Deprioritized,Exclude from current campaign
989,0.0,Deprioritized,Exclude from current campaign
8123,0.0,Deprioritized,Exclude from current campaign
4856,0.0,Deprioritized,Exclude from current campaign
3301,0.0,Deprioritized,Exclude from current campaign
2775,0.0,Deprioritized,Exclude from current campaign
4621,0.0,Deprioritized,Exclude from current campaign
240,0.0,Deprioritized,Exclude from current campaign
4594,0.0,Deprioritized,Exclude from current campaign
5733,0.0,Deprioritized,Exclude from current campaign
5731,0.0,Deprioritized,Exclude from current campaign
3434,0.0,Deprioritized,Exclude from current campaign
1162,0.0,Deprioritized,Exclude from current campaign
8107,0.0,Deprioritized,Exclude from current campaign
7975,0.0,Deprioritized,Exclude from current campaign
645,0.0,Deprioritized,Exclude from current campaign
3108,0.0,Deprioritized,Exclude from current campaign
4702,0.0,Deprioritized,Exclude from current campaign
1831,0.0,Deprioritized,Exclude from current campaign
2514,0.0,Deprioritized,Exclude from current campaign
6145,0.0,Deprioritized,Exclude from current campaign
1124,0.0,Deprioritized,Exclude from current campaign
7972,0.0,Deprioritized,Exclude from current campaign
3484,0.0,Deprioritized,Exclude from current campaign
4069,0.0,Deprioritized,Exclude from current campaign
1680,0.0,Deprioritized,Exclude from current campaign
4726,0.0,Deprioritized,Exclude from current campaign
5131,0.0,Deprioritized,Exclude from current campaign
6887,0.0,Deprioritized,Exclude from current campaign
2249,0.0,Deprioritized,Exclude from current campaign
7780,0.0,Deprioritized,Exclude from current campaign
5947,0.0,Deprioritized,Exclude from current campaign
4807,0.0,Deprioritized,Exclude from current campaign
2964,0.0,Deprioritized,Exclude from current campaign
4671,0.0,Deprioritized,Exclude from current campaign
8030,0.0,Deprioritized,Exclude from current campaign
3309,0.0,Deprioritized,Exclude from current campaign
2182,0.0,Deprioritized,Exclude from current campaign
1642,0.0,Deprioritized,Exclude from current campaign
1361,0.0,Deprioritized,Exclude from current campaign
4014,0.0,Deprioritized,Exclude from current campaign
5957,0.0,Deprioritized,Exclude from current campaign
6890,0.0,Deprioritized,Exclude from current campaign
2985,0.0,Deprioritized,Exclude from current campaign
494,0.0,Deprioritized,Exclude from current campaign
3477,0.0,Deprioritized,Exclude from current campaign
4284,0.0,Deprioritized,Exclude from current campaign
1764,0.0,Deprioritized,Exclude from current campaign
7608,0.0,Deprioritized,Exclude from current campaign
418,0.0,Deprioritized,Exclude from current campaign
3918,0.0,Deprioritized,Exclude from current campaign
6544,0.0,Deprioritized,Exclude from current campaign
4956,0.0,Deprioritized,Exclude from current campaign
2113,0.0,Deprioritized,Exclude from current campaign
1991,0.0,Deprioritized,Exclude from current campaign
2278,0.0,Deprioritized,Exclude from current campaign
577,0.0,Deprioritized,Exclude from current campaign
5364,0.0,Deprioritized,Exclude from current campaign
2847,0.0,Deprioritized,Exclude from current campaign
