Campaign Rank,Customer ID,Probability,Segment,Next Best Action,campaign,previous,contact_fatigue_flag,excessive_prior_contacts,expected_business_value
1063,2642,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1064,281,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1065,2284,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1066,6051,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1067,2396,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1068,5728,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1069,4054,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1070,1615,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1071,4668,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1072,1655,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1073,6426,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1074,4930,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1075,8017,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1076,6965,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1077,6225,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1078,7935,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1079,6788,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1080,5638,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1081,5160,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1082,5981,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1083,7241,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1084,1389,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1085,7363,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1086,3795,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1087,8168,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1088,609,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1089,1597,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1090,5650,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1091,829,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1092,1367,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1093,5026,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1094,4848,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1095,1485,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1096,7930,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1097,4980,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1098,460,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1099,5706,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1100,7339,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1101,720,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1102,8069,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1103,7591,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1104,1112,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1105,2680,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1106,7347,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1107,1167,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1108,7974,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1109,2938,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1110,2806,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1111,5080,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1112,4961,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1113,3147,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1114,78,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1115,968,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1116,4872,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1117,6052,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1118,475,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1119,3160,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1120,3035,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1121,3402,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1122,6724,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1123,176,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1124,7087,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1125,2101,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1126,6125,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1127,5634,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1128,1562,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1129,8217,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1130,1288,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1131,3776,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1132,735,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1133,5339,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1134,5269,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1135,7394,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1136,6519,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1137,4413,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1138,6016,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1139,470,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1140,296,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1141,6792,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1142,1661,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1143,2363,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1144,2600,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1145,7978,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1146,310,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1147,692,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1148,3331,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1149,1343,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1150,877,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1151,7489,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1152,7073,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1153,643,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1154,2124,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1155,3205,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1156,3676,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1157,1406,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1158,5098,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1159,1883,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1160,6050,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1161,442,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1162,2745,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1163,4892,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1164,3344,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1165,2534,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1166,4131,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1167,5219,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1168,2739,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1169,5069,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1170,6719,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1171,6853,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1172,4667,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1173,3715,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1174,3648,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1175,2,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1176,619,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1177,1949,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1178,2871,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1179,6983,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1180,7197,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1181,5054,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1182,8181,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1183,1238,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1184,304,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1185,5858,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1186,7855,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1187,8225,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1188,530,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1189,6006,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1190,3488,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1191,8176,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1192,7519,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1193,978,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1194,2912,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1195,7068,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1196,5195,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1197,2404,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1198,2713,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1199,4461,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1200,4536,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1201,2383,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1202,2765,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1203,5623,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1204,5187,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1205,6175,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1206,5739,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1207,1613,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1208,3611,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1209,7646,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1210,5240,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1211,6948,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1212,7164,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1213,2691,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1214,5228,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1215,237,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1216,3690,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1217,4966,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1218,3747,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1219,6861,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1220,1223,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1221,3178,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1222,5271,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1223,2172,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1224,1381,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1225,1035,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1226,3172,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1227,1319,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1228,7678,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1229,2463,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1230,1577,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1231,4564,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1232,2399,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1233,6511,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1234,1325,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1235,5989,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1236,4428,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1237,223,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1238,5979,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1239,6008,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1240,6462,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1241,6140,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1242,5377,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1243,1891,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1244,7610,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1245,4900,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1246,1313,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1247,6654,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1248,286,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1249,8199,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1250,7628,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1251,560,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1252,769,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1253,1147,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1254,5055,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1255,850,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1256,7813,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1257,913,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1258,2751,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1259,1518,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1260,1165,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1261,1330,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1262,2513,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1263,4725,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1264,5593,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1265,5924,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1266,674,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1267,5385,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1268,6275,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1269,4392,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1270,432,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1271,1026,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1272,4524,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1273,4319,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1274,5164,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1275,3311,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1276,678,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1277,3159,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1278,4874,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1279,6596,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1280,91,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1281,11,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1282,7027,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1283,4661,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1284,6110,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1285,3778,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1286,6667,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1287,7579,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1288,4646,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1289,2115,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1290,4397,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1291,598,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1292,7012,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1293,6319,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1294,1387,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1295,168,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1296,4049,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1297,7532,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1298,5329,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1299,1194,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1300,4288,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1301,3826,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1302,5089,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1303,2392,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1304,2627,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1305,4154,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1306,6840,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1307,5559,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1308,235,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1309,5363,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1310,1803,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1311,908,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1312,2701,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1313,1929,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1314,7749,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1315,5828,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1316,336,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1317,4723,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1318,1282,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1319,6580,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1320,4175,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1321,6187,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1322,145,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1323,1908,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1324,3280,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1325,4019,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1326,305,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1327,7106,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1328,6281,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1329,963,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1330,7177,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1331,3312,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1332,7389,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1333,7801,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1334,4071,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1335,1777,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1336,3647,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1337,1955,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1338,5120,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1339,718,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1340,2712,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1341,670,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1342,5995,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1343,1649,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1344,241,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1345,7110,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1346,4830,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1347,7623,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1348,7940,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1349,745,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1350,7650,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1351,6977,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1352,7452,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1353,6135,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1354,2800,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1355,6756,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1356,1225,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1357,3754,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1358,7840,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1359,6681,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1360,3230,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1361,115,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1362,955,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1363,7022,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1364,1993,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1365,4123,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1366,1691,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1367,2489,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1368,4681,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1369,3443,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1370,6005,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1371,1090,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1372,5703,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1373,287,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1374,7681,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1375,2757,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1376,5625,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1377,7352,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1378,6863,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1379,7758,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1380,1415,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1381,8236,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1382,3895,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1383,4133,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1384,1184,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1385,4502,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1386,4883,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1387,2449,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1388,2602,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1389,5610,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1390,6905,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1391,3392,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1392,2729,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1393,2450,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1394,1594,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1395,24,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1396,6610,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1397,4921,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1398,3354,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1399,4946,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1400,5511,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1401,3462,0.0,Deprioritized,Exclude from current campaign,3,0,False,False,0.0
1402,886,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1403,3123,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1404,5277,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1405,4,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1406,2852,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1407,2716,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1408,3790,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1409,2348,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1410,6098,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1411,6824,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1412,1218,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1413,5130,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1414,98,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1415,4528,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1416,6154,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1417,6665,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1418,6246,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
1419,3687,0.0,Deprioritized,Exclude from current campaign,1,0,False,False,0.0
1420,8216,0.0,Deprioritized,Exclude from current campaign,2,0,False,False,0.0
